class,tweet,clean_txt
1,RT @Jenna_Garcia13: &#8220;@OfficialVondell: #MyGirlfriendNotAllowedTo have milkshakes.. let that hoe bring one boy to the yard.. and watch what &#8230;,rt  mygirlfriendnotallowedto milkshak let hoe bring one boy yard watch 
1,"RT @JennyJohnsonHi5: Just when I thought Justin Bieber couldn't be anymore of a pussy, he gets arrested in Canada for fighting a person who&#8230;",rt  thought justin bieber couldnt anymor pussi get arrest canada fight person 
1,RT @Jeremiah_337: Well bitch biology said RT @TEEJUSTYCE Who said 2 females can't make a baby together? That's all me. &#128106; http://t.co/5vEGg6&#8230;,rt 
1,RT @JeremyPlatt: Yah she was a hoe...,rt  yah hoe
1,"RT @JeromeSantonio: I don't care how much I hate a girl, I'll never call her a hoe, bitch, slut or any of that shit lol",rt  dont care much hate girl ill never call hoe bitch slut shit lol
1,"RT @JessicaChasmar: Media Matters executive behind #StopRush campaign blogged about &#8216;trannies,&#8217; &#8216;homos&#8217; http://t.co/mje5KVl7rf http://t.co/&#8230;",rt 
1,RT @Jessycaa_Rubi: You swear youre down n the realest n you stay doing little bitch shit like that,rt  swear your n realest n stay littl bitch shit like
1,RT @JestonaeLives: Burnt pussy lips - &#128514;&#128514;&#128514; https://t.co/nVlZkShGaa,rt tconvlzkshgaa
1,RT @JesusIsAJerk: On my way to fuck your bitch. http://t.co/aNZngPNmLS,rt tcoanzngpnml
1,RT @JesusMVela: &#8220;@Enriquuee_: @JesusMVela @wigga32 fucking pussy that's why&#8221; exactly. Let me @ the nigga @RyanMattheww7 were talking about &#8230;,rt  jesusmvela  fuck pussi that  exact let  nigga  talk 
1,"RT @JewJitsuGrl: @AdmiralAckbar3 @00_jackie @Darknight420 @allahthefairy &#128073; @TayyibN &#128072;
Bring it bitch http://t.co/g7Yq2cH9Uk",rt 
2,"RT @JewJitsuGrl: @AdmiralAckbar3 @00_jackie @Darknight420 @allahthefairy &#128073; @TayyibN &#128072;
Tiny Jihadi http://t.co/PDIKbrvCJ8",rt 
1,RT @JewlzSantana: making every bitch feel important...,rt  make everi bitch feel import
1,RT @Jigga504: &#8220;@mleew17: u pretty but dat pussy got a 100 thousand miles on it!! Book value all fucked up&#128553;&#8221; &#128514;&#128514;&#128514;&#128514;,rt  u pretti dat pussi got  thousand mile book valu fuck  
1,"RT @JiggyJust: Real tears &#128514;&#128514; &#8220;@NankDatThang: &#128557;&#128557;&#128557;&#128557; RT @TheOnlyReed: Both these outfits trash, but the dyke outfit got me WEAKKKKKKKK http://&#8230;",rt 
0,"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women &amp; children http:&#8230;",rt 
1,"RT @JimNorton: . @WBCFredJr Was daddy still being an abusive rage-a-holic in hospice, or just making doody in his diapers like a good fag h&#8230;",rt   wbcfredjr daddi still abus rageahol hospic make doodi diaper like good fag 
1,"RT @JimNorton: And for the record, I think Dan Snyder is a cunt. The hypocrisy of the NFL is just embarrassing at this point.",rt  record think dan snyder cunt hypocrisi nfl embarrass point
1,"RT @JimNorton: Sterling is a cunt. My point is simply until everyone has privately taped conversations released, shut the fuck up.",rt  sterl cunt point simpli everyon privat tape convers releas shut fuck
1,RT @JimNorton: The only thing more irritating than Donald Sterling being a cunt is Adam Silver continually apologizing for him.,rt  thing irrit donald sterl cunt adam silver continu apolog
1,RT @JimNorton: There is a GIFT SHOP at the 9-11 museum? And they charge admission. It's a mass grave you fucking cunts. What a disgrace.,rt  gift shop  museum charg admiss mass grave fuck cunt disgrac
1,RT @Jim_McCloskey: It's hard to be the bigger man when the other person is being such a cunt,rt  hard bigger man person cunt
1,RT @Jim_McCloskey: Why does Hawkeye have to be in the Avengers? He's such a pussy,rt  hawkey aveng hes pussi
1,RT @JimmyCollinsss: @WesOrrJames all love my nig,rt  wesorrjam love nig
2,"RT @Jimmy_Santander: ""Deme gallo pinto con carne asadita, madurito..y...una milca, amor""",rt  deme gallo pinto con carn asadita maduritoyuna milca amor
1,RT @Jimmy_Santander: These office hoes do not shut the fuck up with their fucking chisme!,rt  offic hoe shut fuck fuck chism
2,RT @Joan_Rivers: Charlie Sheen will star in a new sitcom as an anger management therapist. So what's next? Casey Anthony as the owner of ...,rt  charli sheen star new sitcom anger manag therapist what next casey anthoni owner 
1,RT @JoeBudden: Back to these hoes tho.,rt  back hoe tho
1,RT @JoeBudden: Chillin w a couple of hoes that like hoes that like niggas that don&#8217;t act like hoes.,rt  chillin w coupl hoe like hoe like nigga  act like hoe
1,"RT @JoeBudden: Cuz soon as u start doing the wack/cute shit w a hoe, she&#8217;s your girl&#8230; Really.",rt  cuz soon u start wackcut shit w hoe   realli
1,RT @JoeBudden: I only be looking like I&#8217;m fucking bitches&#8230; I don&#8217;t tho,rt  look like  fuck   tho
1,RT @JoeBudden: I told y'all... Side bitches w motives are more powerful than u think... But I'm sleep.,rt  told yall side bitch w motiv power u think im sleep
1,RT @JoeBudden: I wonder if the hoes are gonna give Halloween back to the children this year&#8230;,rt  wonder hoe gonna give halloween back children 
1,RT @JoeBudden: If I got hoes then I sure can&#8217;t find where I put them.. Lol,rt  got hoe sure  find put lol
1,"RT @JoeBudden: If u can&#8217;t deal w what we go thru&#8230;. Then I got bitches lined up, I got an ego too.",rt  u  deal w go  got bitch line got ego
1,RT @JoeBudden: It&#8217;s so unfair that the hoes get to dress up as hoes for Halloween.,rt   unfair hoe get dress hoe halloween
1,"RT @JoeBudden: My definition of ""bad bitch"" has changed drastically over the years.",rt  definit bad bitch chang drastic year
1,"RT @JoeBudden: Nigga can&#8217;t even feel up on a bitch in a pic without the girl u fuckin getting mad, smh",rt  nigga  even feel bitch pic without girl u fuckin get mad smh
1,"RT @JoeBudden: Ok, I gotta cut this Carl Thomas album off b4 I call my ex &amp; say fuck u u ruthless bitch. Lol",rt  ok gotta cut carl thoma album  call ex amp say fuck u u ruthless bitch lol
1,RT @JoeBudden: Or the &#8220;I was sleep&#8221; curve.. Really bitch ? U slept from 1am to 11pm huh.. Smh,rt    curv realli bitch  u slept   huh smh
1,"RT @JoeBudden: She&#8217;s not a hoe cuz she had sex before bro, lol",rt   hoe cuz sex bro lol
1,RT @JoeBudden: She&#8217;s not a hoe cuz she&#8217;s not attainable to u bro.,rt   hoe cuz  attain u bro
1,"RT @JoeBudden: So the woman I deal with is trying her best to make ""entertaining"" a bad word... ""U be entertaining these bitches"" lol",rt  woman deal tri best make entertain bad word u entertain bitch lol
1,RT @JoeBudden: The dating scene so wack out here dog&#8230; shit super trash.,rt  date scene wack  shit super trash
1,RT @JoeBudden: These hoes gon FIND a way to wear some spandex I tell&#8217;ya,rt  hoe gon find way wear spandex 
1,RT @JoeBudden: U famous niggas ruined the game by jacking up the price on the pussy. - Michael Paul Budden.,rt  u famous nigga ruin game jack price pussi  michael paul budden
1,RT @JoeBudden: Women all over America are overstating the value of pussy.,rt  women america overst valu pussi
1,"RT @JoeBudden: Young, attractive, successful, supportive, faithful man w his own everything..u think bringing solely pussy to the table is &#8230;",rt  young attract success support faith man w everythingu think bring sole pussi tabl 
0,RT @JoeCaroselli1: Jameis Winston is a nigger,rt  jamei winston nigger
1,"RT @JoeCool_TVC: You can't be a hoe saying that another girls a hoe. Your both hoes, it cancels each other out.",rt  cant hoe say anoth girl hoe hoe cancel
2,RT @JoeyG_145: Downloaded flappy bird 5 minutes ago... It's already deleted.,rt  download flappi bird  minut ago alreadi delet
2,RT @JohnBishop100: Top tip of the day - if you want to be inconspicuous at an Elbow gig - don't wear a yellow jacket!! http://t.co/KQYiZmZb,rt tcokqyizmzb
1,"RT @JohnnieGoings: Money, clothes, hoes, and cars. #Merica",rt  money cloth hoe car merica
1,RT @JohnnyFootbalI: Saw some bitch texting and driving so I rolled down my window and hucked my beer at her. Johnny fuckin patrol keeping t&#8230;,rt  saw bitch text drive roll window huck beer johnni fuckin patrol keep 
1,RT @JohnnyFootbalI: Yeah @TigerWoods quit being a bitch about your back. Pop a few Viagra and get your horny ass back to dominating holes o&#8230;,rt  yeah tigerwood quit bitch back pop viagra get horni ass back domin hole 
2,"RT @JohnnyFootbalI: Yeah Kaepernick might have biceps like a Greek God, but the dude looks like he was conceived by a Proboscis monkey http&#8230;",rt  yeah kaepernick might bicep like greek god dude look like conceiv probosci monkey 
1,"RT @JohnnyFootbalI: Yeah start me as your flex player next week. Trick plays, catching passes, flipping the bird, smashing asses, should al&#8230;",rt  yeah start flex player next week trick play catch pass flip bird smash ass 
1,RT @Johnydeep_: @20ToLife_ bitch nigga lol,rt   bitch nigga lol
1,"RT @Jojo_51213: What was that you tweeted? I can't concentrate enough to read it over all your sad-looking boob and pussy pics.

-men, prob&#8230;",rt  tweet cant concentr enough read sadlook boob pussi picsmen 
2,RT @JoleenDoreen: I was in a Kik group once. But we called it a party line and old Charlie the barber was always hogging the calls.,rt  kik group call parti line old charli barber alway hog call
2,"RT @JonHorstHoyer: ""Lester, the parasitic spider monkey, had 1 redeeming quality: he ran the boat, &amp; the boat attracted women."" 'ONLY IN #C&#8230;",rt  ran boat amp boat attract women 
1,RT @JonahAir23: money over the best pussy,rt  money best pussi
1,RT @Jonnietherotten: Listen twitter just because 161 assholes just followed some stupid cunt does not mean I want to. Piss off with your fu&#8230;,rt  listen twitter  asshol follow stupid cunt mean want piss 
1,RT @JonnyFcknBlaze: Porn star is fancy talk for professional hoe.,rt  porn star fanci talk profession hoe
1,"RT @JonnyFootbalI: Fuck bitches, get touchdowns.",rt  fuck bitch get touchdown
2,RT @JonyPrivat: #cheese #crackers #lacking http://t.co/ijDHKWdkoQ,rt tcoijdhkwdkoq
1,"RT @Jordiiin_: &#128514;if you can fuck my bitch , then she ain't ""My Bitch""&#128080;",rt   fuck bitch  aint 
1,RT @JorgeGones: when a bitch that once curved me now all up on my dick http://t.co/xEITPkALOb,rt tcoxeitpkalob
1,RT @JoseCanseco: I do not have bitch tits,rt  bitch tit
1,RT @JosephTheFlyGuy: Crazy girlfriends usually love you longer &amp; got the best pussy .,rt  crazi girlfriend usual love longer amp got best pussi 
1,RT @JosephTheFlyGuy: Loyal pussy is best pussy . Cus u know that's all yours .,rt  loyal pussi best pussi  cus u know that 
1,RT @JosephTheFlyGuy: This bitch got a real life hippo as a pet http://t.co/wU6jItcE0U,rt 
1,RT @JoshGIII: I be in the pussy like https://t.co/4OvGZ3Lhqu,rt 
2,"RT @JoshYohe_Trib: I wrote whole game story on how Orpik shut down Ovi two nights in a row. Many of you will mock this. But he was really, &#8230;",rt  wrote whole game stori orpik shut ovi two night row mani mock realli 
1,RT @Joy_Doe: &#128557;&#128557;&#128557;&#128557;&#128557; RT @80sbaby4life: I love hood bitches. God help me lmaoooo,rt  love hood bitch god help lmaoooo
1,RT @JsOnMyTweet: &#8220;@muurdasteven: &#8220;@buttsigns: this bitch is garbage at gta.... https://t.co/WpiA0bVGjU&#8221;LMFAOOOOO&#8221;&lt; &#128557;&#128557;&#128557;&#128557;&#128557;&#128557;,rt  
1,"RT @JstKeepScrollin: Been trash ""@WeAre_XCI: The gay Chris bosh jokes are getting old now""""",rt  gay chris bosh joke get old
1,"RT @JstKeepScrollin: Me fixing my car :10,000
The fade this hoe gone catch : Pricless http://t.co/qMU2um1nC3",rt 
1,RT @JuanNDaCut: Explaining to a girl how u don't have hoes http://t.co/eY7lmc5i2W,rt 
1,"RT @JuanNDaCut: Porn ads be convincing af...""click here and 30 bitches will appear in your bed"" you DAMN RIGHT ima click that shit nigga",rt  porn ad convinc afclick  bitch appear bed damn right ima click shit nigga
2,RT @JuanNDaCut: When twitter rappers dm me their trash links http://t.co/yck16ZiNZZ,rt 
1,RT @Juanitaap_: Lorde 17 with a Grammy &amp; bitches 14 with a std &#128553;,rt  lord  grammi amp bitch  std 
2,RT @JudahWorldChamp: To help eliminate faking injury &amp; diving - post game video review of dives &amp; give divers yellow cards after game. #Wor&#8230;,rt  help elimin fake injuri amp dive  post game video review dive amp give diver yellow card game 
1,"RT @JudgmentalGay: Best friend being a hoe: yaaas hunty hoe it up slaaaayy

Stranger being a hoe: you're so trashy. You're what's wrong wit&#8230;",rt  your trashi your what wrong 
1,RT @Juicccyray: &#8220;@1stBlocJeremiah: Broke hoes always wanna argue u ain't ate all day were u get that energy from &#128514;&#128514;&#8221;RT&#128514;&#128553;&#128175;,rt  broke hoe alway wanna argu u aint ate day u get energi 
1,"RT @Juicedballs: Not scared to pepper spray a bitch

*Hand gently resting on fanny pack*",rt  scare pepper spray bitchhand gentl rest fanni pack
0,RT @Juicy_Squeaky: Any bitch who need a crowd to fight is clearly easily influenced &amp; weak minded &amp; most likely will commit suicide &#128514;&#128514;,rt  bitch need crowd fight clear easili influenc amp weak mind amp like commit suicid 
1,"RT @Jukeyxo: If a girl sit on your face, and your nose goes into her pussy, and she rides your nose like a bull, she's a keeper.",rt  girl sit face nose goe pussi ride nose like bull shes keeper
1,"RT @JulieSnark: I love asking really hot, skinny bitches when they're due.",rt  love ask realli hot skinni bitch theyr due
1,"RT @Julio_isUrdaddy: She need a man, not no pussy boy.",rt  need man pussi boy
1,RT @JusDontBlowMyHi: Y'all lucky DMX stopped makin music I'd still be barking at these hoes foo,rt  yall lucki dmx stop makin music id still bark hoe foo
1,RT @JusGuapo: These hoes lying and olivia will get to the bottom of it. #ScandaI http://t.co/sUZI8LOAoe,rt 
1,"RT @JusTawana_: &#8220;@Gvmby: This bitch possessed by the thot demon. https://t.co/vHsbg4bjrg"" FUCKING DEAD &#128128;&#128128;&#128128;",rt  fuck dead 
1,RT @Just2Savage: This height shit aint cute at all. Yall some dumb hoes going out in public looking like Jack and the bean stalk. &#128514; http://&#8230;,rt 
1,RT @JustAn0th3r: It ain't nuttin to cut that bitch off.,rt  aint nuttin cut bitch
1,"RT @JustCurrieOn: @west2quick @Christooshifty lol aye watch to mouth, you like when I mention you faggot",rt   christooshifti lol aye watch mouth like mention faggot
1,RT @JustDoItSlow: @vintage_monroe_ scary told to come to her house to fight her and won't even open the door !! Wtf scary ass hoe,rt  vintagemonro scari told come hous fight wont even open door  wtf scari ass hoe
1,RT @JustDoIt_Rob: @Kaaarlizzy bitches love my laugh..lol,rt  kaaarlizzi bitch love laughlol
1,RT @JustDoIt_Rob: I'll throw a cheeseburger at her bitch ass!,rt  ill throw cheeseburg bitch ass
1,"RT @JustDreaa: I don't splurge around no hoe no I don't shine in front of no bitch cus after she get off my dick I be like ""Find the front &#8230;",rt  dont splurg around hoe dont shine front bitch cus get dick like find front 
1,RT @JustHad_that: Good pussy &#128166;&#128049; comes with a smart ass mouth &#128068;&#128069; &amp; a crazy ass attitude &#128530;&#128175;,rt  good pussi  come smart ass mouth  amp crazi ass attitud 
1,RT @JustKarahn: &#8220;@what_iDO: Karahn jus called her future baby a lil shit&#128565;&#128565;&#128565;&#128514;&#128514;&#128514;&#128514;&#128514;&#8221; bitch tell the world why don't you &#128530;,rt  karahn jus call futur babi lil  bitch tell world dont 
1,RT @JustLeShay: &#8220;@TheKaosYatti: @JustLeShay Who said you was cute&#128035;&#8221; byeeee mad bitch! &#128530; come visit me,rt  justleshay said  byeeee mad bitch  come visit
1,"RT @JustOneAsian: To every bug i have ever killed: i am sorry :/ 

&#8230;..sorry that ur bitch asses came into my house uninvited",rt   ur bitch ass came hous uninvit
2,RT @JustReIatabIe: when you die on flappy bird &#128514; http://t.co/Pu7uqxJFMc,rt 
1,RT @Just_this_time: If you think I've been an opinionated bitch lately just be glad I've stayed quiet on 3 of the topics swirling around he&#8230;,rt  think ive opinion bitch late glad ive stay quiet  topic swirl around 
1,RT @Justcallme_duh: karmas a bitch my nigga,rt  karma bitch nigga
1,RT @JustinSwift7oh2: All these hoes just want some attention.,rt  hoe want attent
1,"RT @JuuMane: I walks in Country Kitchen Restaurant to order take out, this bitch come ask me ""Table For One?"" -____- I look that lonely???",rt  walk countri kitchen restaur order take bitch come ask tabl one  look lone
1,RT @JuveUnited: Messi REFUSED to be subbed off. Are you kidding me? So they took off NEYMAR? You little hobbit diva bitch.,rt  messi refus sub kid took neymar littl hobbit diva bitch
2,RT @K1mb0Slyc3: Me too! &#8220;@WhatsAshirt: Defiantly going to see that new planet of the apes tonight&#8221;,rt  defiant go see new planet ape 
1,RT @KCamp427: Bring her round these slums..... Yo hoe will get slayed....,rt  bring round slum yo hoe get slay
1,RT @KDotDucky_Green: RT &#8220;@verbally_abrupt: &#128564;&#128564;&#128564; lmfaooo #girlfights #ghetto #ratchet ; bitch got pushed and played SLEEP. &#128553;&#128514;&#128557;&#128079;&#128557;&#128514; https://t.c&#8230;,rt 
1,RT @KENYA_letmeKNOW: dont no nigga want a broke bitch &#128544;&#128079;&#128514;&#9996;,rt  dont nigga want broke bitch 
2,"RT @KHOU: Charlie Strong took the longhorn logos off his players' helmets: They have to earn it back.

&#160;&#160;&#160;&#160;&#160;&#160; http://t.co/HvNUJT6Ss2 #Sport&#8230;",rt  
2,"RT @KILLQuana: Hun, wrong social networking site RT&#8220;@Schwaggy_Chulo: 666 - LMS for a good morning post, and something extra (maybe)&#8221;",rt    lms good morn post someth extra 
1,"RT @KILLSheredon: I can't handle no liquor, but these bitches can't handle me.",rt  cant handl liquor bitch cant handl
1,RT @KILLSheredon: you the nigga in high school who got shoved into lockers and thrown into trash cans @TvvitterRoasts,rt  nigga high school got shove locker thrown trash can tvvitterroast
1,"RT @KINGSHA_MUGGA: My bitch better lie to me, more than 5 bodies and I cant stomach it, ill fucking die",rt  bitch better lie  bodi cant stomach ill fuck die
1,RT @KINGTUNCHI_: A bitch will say anything for attention !,rt  bitch say anyth attent 
1,RT @KINGTUNCHI_: Fucking with a bad bitch you gone need some money lil homie!,rt  fuck bad bitch gone need money lil homi
1,RT @KINGTUNCHI_: I don't understand if all these hoes say they getting money why tf they on twitter with that childish shit!! Bitch it's 20&#8230;,rt  dont understand hoe say get money tf twitter childish shit bitch 
1,"RT @KINGTUNCHI_: I finally realize that these bitches just wanna see me down , wanna see me fall",rt  final realiz bitch wanna see  wanna see fall
1,RT @KINGTUNCHI_: I make bitches fly like peter pand tho,rt  make bitch fli like peter pand tho
1,RT @KINGTUNCHI_: I need a new bitch !,rt  need new bitch 
1,RT @KINGTUNCHI_: I need a real bitch !,rt  need real bitch 
1,RT @KINGTUNCHI_: I only fw grown hoes!,rt  fw grown hoe
1,RT @KINGTUNCHI_: In 5 years these hoes ain't gone be shit but a Dick head!,rt   year hoe aint gone shit dick head
1,RT @KINGTUNCHI_: Jd told me I'm to player to be with one bitch,rt  jd told im player one bitch
1,RT @KINGTUNCHI_: Lol got these hoes in they feelings !,rt  lol got hoe feel 
1,RT @KINGTUNCHI_: Lol it's funny tho cuz every hoe that talk shit I .... NVm that shit ain't player,rt  lol funni tho cuz everi hoe talk shit  nvm shit aint player
1,RT @KINGTUNCHI_: Lol that same bitch I was cool with was was down to sit me up in get me kill in get on twitter in talk about it.,rt  lol bitch cool sit get kill get twitter talk
1,RT @KINGTUNCHI_: Lowkey I put sum of these hoes on the map ... So call me kingtunchi bitch !,rt  lowkey put sum hoe map  call kingtunchi bitch 
1,RT @KINGTUNCHI_: Same Bitch that was down with lol theses Lil hoes funny,rt  bitch lol these lil hoe funni
1,RT @KINGTUNCHI_: Same bitches that diss me gone still be here to eat my Dick when they see that check,rt  bitch diss gone still eat dick see check
1,RT @KINGTUNCHI_: Them same hoes that was fucking my Dick turn on me lol fuckem tho!,rt  hoe fuck dick turn lol fuckem tho
1,RT @KINGTUNCHI_: These bitches play both sides but get left in the middle!,rt  bitch play side get left middl
1,RT @KINGTUNCHI_: You bitches ain't a #100,rt  bitch aint 
1,RT @KINGof334MOBB: Don't tell your side bitch your family business that's none of their business.,rt  dont tell side bitch famili busi that none busi
1,RT @KINGof334MOBB: Skinny girls pussy be good den a mf u don't feel nothing but pussy. + 100 points on the board for skinny girls.,rt  skinni girl pussi good den mf u dont feel noth pussi   point board skinni girl
2,"RT @KMOquality: Scholen waar directie leerkrachten pest, kunt u zich voorstellen hoe groot pestproblematiek onder leerlingen wel moet zijn?&#8230;",rt  scholen waar directi leerkrachten pest kunt u zich voorstellen hoe groot pestproblematiek onder leerlingen wel moet 
1,RT @KMURDER1000: How am i suppose to ride for you&#128107; ? and you got bitches ina back seat &#128109;&#128111;&#128581;,rt  suppos ride   got bitch ina back seat 
2,"RT @KNegandhiESPN: That Peppers slant was a genius/crazy call. Genius if he catches it. Crazy if he drops it, then blow a TO, then get sack&#8230;",rt  pepper slant geniuscrazi call genius catch crazi drop blow get 
1,RT @KOEDJ: I can't stand a stuck up bitch. Always got a attitude for no reason. I don't know who hurt y'all but stay TF from round me &#128530;&#9996;&#65039;,rt  cant stand stuck bitch alway got attitud reason dont know hurt yall stay tf round 
2,"RT @KYHoopsBuzz: Latest DraftExpress mock draft has Randle #3, Cauley-Stein #9, Young #14, Poythress #37. Harrison twins &amp; Dakari Johnson a&#8230;",rt  latest draftexpress mock draft randl  cauleystein  young  poythress  harrison twin amp dakari johnson 
1,RT @KY_Chelley: Gemma you sure are a dirty bitch! Jax your dad tried to warn you! #SonsOfAnarchy,rt  gemma sure dirti bitch jax dad tri warn sonsofanarchi
1,"RT @KaOs_GunnPlay: Ps4=a big booty hoe with tig ol bitties 
Xbox one=pancake booty hoe with pancake tits",rt   big booti hoe tig ol bitti xbox onepancak booti hoe pancak tit
1,RT @Kaedashian: &#8220;@WhitDAWGem_: There is nothing wrong with Ariana Grande..... Just cause she don't look like hoe.... Y'all gotta a problem.&#8230;,rt  noth wrong ariana grand caus dont look like hoe yall gotta 
1,RT @KailsCooper: Single ladies Vs Cuffed hoes &#128131;&#128141;,rt  singl ladi vs cuf hoe 
1,RT @Kalay_Laay: A side bitch made this &#128514;&#128514;&#128514; http://t.co/w1JeT7EybJ,rt 
1,RT @KaliKushDoll_: Dropping all these hoes.,rt  drop hoe
1,"RT @KaliKushDoll_: Lol foreal yo RT""@Damiah_daddyx3: Lmao, I fucks with @HaveMercyyy &amp; @KaliKushDoll_ real talk, them bitches know h ...",rt  lmao fuck havemercyyi amp kalikushdol real talk bitch know h 
1,RT @KaliKushDoll_: Lovee this bitch istg @HaveMercyyy !!! http://t.co/WkczWwG6,rt 
1,RT @KallMe_Kenzo: A fufu bitch can't do nun for me but break my heart or set me up ..,rt  fufu bitch cant nun break heart set 
1,"RT @KallMe_Tae: ""@PAPER_CHAYSIN: How you fucc for cash but u not a hoe ???? And how I'm going to respect u if your poccets broke ??????""nip&#8230;",rt  fucc cash u hoe  im go respect u poccet broke 
1,"RT @Kamri_noToyota: &#8220;@Felz_: KING was fire RT @viaNAWF: King, TI vs tip and that troubleman albums all trash.&#8221; Most def",rt  king ti vs tip troubleman album  def
1,RT @KanyeFaaces: when you let go of all your hoes for one girl but she end up bein a hoe too http://t.co/kn1yKRw4J4,rt 
2,RT @Kap12284: Week from Thursday might be the last #Yankees game to look forward to in a while. If nothing else Jeter deserves that night &#8230;,rt  week thursday might last yanke game look forward noth els jeter deserv night 
2,"RT @KapreceSun: where my 2 favorite jiggers at? @S_hawn24, @Satisfied_x ? &#128514;&#128514;&#128514; https://t.co/unNm233mFQ",rt 
2,RT @KarenRFM: No-TV-During-the-Week #parenting rule has thrown quite a monkey wrench into #RooseveltsPBS viewing schedule. #DVRtime @wcve #&#8230;,rt  notvduringtheweek parent rule thrown quit monkey wrench rooseveltspb view schedul dvrtime wcve 
2,"RT @KarinaCasallas: LMFAO OH NAH SHE KEEP IT THREE HUNNA""@catoxx3: @DJZeeti twitpic a selfie if u a ho http://t.co/j4RuNFZrtX""",rt 
2,RT @KarlenaSkiff: Could never date someone with yellow teeth&#128567;,rt  could never date someon yellow 
1,RT @KarmenKarma: @KimKxxx @Tristan_Berri @YouknowRilynn @AmandaTateXXX about to go out with all these hot bitches! #happybirthdaytome http&#8230;,rt  kimkxxx tristanberri youknowrilynn amandatatexxx go hot bitch happybirthdaytom 
1,"RT @Kash_Stackz: Him: your nudes are safe with me.
Her: *sends nudes*
Him: *calls homie* aye, why this hoe send me this trash ass nude, yu &#8230;",rt  call homi aye hoe send trash ass nude yu 
1,RT @KatelynBarnes3: Working out with the hoes @savanaharanda @AnnaComan2,rt  work hoe savanaharanda 
2,RT @KathrynBruscoBk: Think #windturbines are bad for birds? Compare: http://t.co/FpOSfLdOXW via @BloombergNews http://t.co/Eh6I7dOjUz via &#8230;,rt  via 
2,"RT @KatiePavlich: Charlie Crist doesn't have any more political parties to join, but he could become a spokesman for a fan company.",rt  charli crist doesnt polit parti join could becom spokesman fan compani
2,"RT @KatiePavlich: Now go take out the trash &#8220;@sdoocy: . Today I was #outnumbered, but thankfully not #dismembered! Thanks, Ladies http://t.&#8230;",rt 
1,"RT @KattPacWilliams: Niggas wearing TOMS &amp; UGGS , &amp; bitches wearing JAYS &amp; TIMBS. Lol, this aint what Usher meant when he said ""Trading Pla&#8230;",rt  nigga wear tom amp ugg  amp bitch wear jay amp timb lol aint usher meant said trade 
1,"RT @KattWilliams: A MILF is a sexy ass mom over 35. If you're 20, you're just a bitch with a baby",rt  milf sexi ass mom  your  your bitch babi
1,"RT @KattWilliams: I hate ghetto loud rude ugly bitches, Bitch you already ugly ... why the f*ck you gotta to be loud too?",rt  hate ghetto loud rude ugli bitch bitch alreadi ugli  fck gotta loud
1,RT @KattWilliams: me as a good friend: *supports and encourages ur hoe activities*,rt  support encourag ur hoe activ
1,RT @Kay_M_es: These bitches act local n think global,rt  bitch act local n think global
1,"RT @KayciMalynn: &#8220;@__0utcast___: Kayci and I greet each other by saying ""hey cunt"" like it makes me lol&#8221;

-The only person okay with me cal&#8230;",rt  kayci greet say hey cunt like make  person okay 
1,"RT @KayciMalynn: @__0utcast___ hey cunt, I miss you too &#128532;",rt   hey cunt miss 
1,"RT @KayciMalynn: @__0utcast___ hey cunt, I miss you. &#128557;&#128557;",rt   hey cunt miss 
1,"RT @Ke2yourheart: I don't play about the monkey, you have to earn this shit&#128564;",rt  dont play monkey earn 
1,RT @KeOs_GunnPlay: U can kill carl but not my nigga glenn whos gonna take care of my hoe maggie,rt  u kill carl nigga glenn whos gonna take care hoe maggi
1,RT @KeepDatShit100: NASHVILLE* RT @DragonBallDeez: *Atlanta RT @PacDaGoat: Houston has so many trash drivers,rt  houston mani trash driver
1,RT @Keepingupw_jr: I respect those niggas who respect their girls &amp; dont pay them hoes no attention . Salute to you !,rt  respect nigga respect girl amp dont pay hoe attent  salut 
2,RT @KeithOlbermann: @MarkDBrown0824 you mean like the Yankees did this year when they prioritized a farewell tour over a playoff run?,rt   mean like yanke year priorit farewel tour playoff run
1,"RT @KejonASavage: ""@_chocgirL: Rich homie and bird man gone be at mansion &#233;lan tonight &#128064;"" some niggas got fuckd up by the bouncers when i w&#8230;",rt  rich homi bird man gone mansion  tonight  nigga got fuckd bouncer 
1,"RT @KekePalmer: Being loud, ghetto &amp; energetic aren&#8217;t offensive things to me. I own who I am &amp; where I come from, nothing to be ashamed of &#8230;",rt  loud ghetto amp energet  offens thing amp come noth asham 
1,RT @Kelllllllllvin: This bitch ugly in person,rt  bitch ugli person
2,RT @KelsieBelsi: @Vntxnius lmao it will have a slope of -2x+1,rt  vntxnius lmao slope 
2,"RT @KenDavidoff: The #Cardinals are #MLB's gold standard, and there isn't even a close silver. #Dodgers #Giants #Tigers #Yankees http://t.c&#8230;",rt 
1,RT @KenaiViveros: Ima bitch him out lol @Versharky,rt  ima bitch lol versharki
1,RT @KennedyLeighxxx: You can't be ugly AND a shitty fucking person. Pick a struggle bitch.,rt  cant ugli shitti fuck person pick struggl bitch
1,"RT @Kerb_215: 1,2,3,4 how many niggers are in my store I knowwwww your stealing &#128514;&#128514;&#128514;, that vine still be having me weak",rt   mani nigger store knowwwww steal  vine still weak
